,,index,rate_min_windows_future,rate_max_windows_future
LUV,11,"(-0.0523, 0.0]",,0.17209946995452582
M,0,"(-0.001, 0.0285]",-0.07507840558189105,
M,1,"(0.0285, 0.0767]",-0.09185654703110449,
M,2,"(0.0767, 0.128]",-0.10625741516279621,
M,3,"(0.128, 0.192]",-0.12984090415858923,
M,4,"(0.192, 0.311]",-0.16608093323913342,
M,5,"(0.311, 2.833]",-0.24365186768337832,
M,6,"(-0.57, -0.267]",,0.36130360768850006
M,7,"(-0.267, -0.189]",,0.23734428839560473
M,8,"(-0.189, -0.133]",,0.1724974297278575
M,9,"(-0.133, -0.0846]",,0.17551539556332213
M,10,"(-0.0846, -0.0334]",,0.16413012076378392
M,11,"(-0.0334, 0.0]",,0.17470474537708272
MAN,0,"(-0.001, 0.0325]",-0.08634856860309625,
MAN,1,"(0.0325, 0.0842]",-0.10550385635123453,
MAN,2,"(0.0842, 0.14]",-0.12350487470410439,
MAN,3,"(0.14, 0.21]",-0.14339076963348346,
MAN,4,"(0.21, 0.326]",-0.17473868918029048,
MAN,5,"(0.326, 4.23]",-0.22858210050104275,
MAN,6,"(-0.658, -0.278]",,0.2827658012143762
MAN,7,"(-0.278, -0.199]",,0.25952195477198536
MAN,8,"(-0.199, -0.14]",,0.20669266670102157
MAN,9,"(-0.14, -0.0868]",,0.20264368517834946
MAN,10,"(-0.0868, -0.0393]",,0.18137121383983568
MAN,11,"(-0.0393, 0.0]",,0.1684421927396099
MAS,0,"(-0.001, 0.0345]",-0.09242417848778492,
MAS,1,"(0.0345, 0.0879]",-0.10514749528530043,
MAS,2,"(0.0879, 0.146]",-0.12728415527317385,
MAS,3,"(0.146, 0.222]",-0.14378541797517652,
MAS,4,"(0.222, 0.36]",-0.1864124155096866,
MAS,5,"(0.36, 3.668]",-0.255709294790018,
MAS,6,"(-0.636, -0.294]",,0.31204966413657326
MAS,7,"(-0.294, -0.207]",,0.23441695403686028
MAS,8,"(-0.207, -0.143]",,0.21186010545972403
MAS,9,"(-0.143, -0.0903]",,0.20902410699931476
MAS,10,"(-0.0903, -0.037]",,0.20734242905766823
MAS,11,"(-0.037, 0.0]",,0.1834280148429257
MAT,0,"(-0.001, 0.0324]",-0.0853852032856186,
MAT,1,"(0.0324, 0.0885]",-0.10076361273616956,
MAT,2,"(0.0885, 0.158]",-0.13009645887951624,
MAT,3,"(0.158, 0.253]",-0.16260101009948555,
MAT,4,"(0.253, 0.409]",-0.2145611090992973,
MAT,5,"(0.409, 3.823]",-0.2831132755734633,
MAT,6,"(-0.712, -0.332]",,0.45250739269506546
MAT,7,"(-0.332, -0.237]",,0.32863147605443604
MAT,8,"(-0.237, -0.154]",,0.2265548431262455
MAT,9,"(-0.154, -0.09]",,0.21938420954651827
MAT,10,"(-0.09, -0.0341]",,0.202273293957914
MAT,11,"(-0.0341, 0.0]",,0.21030696760679876
MBI,0,"(-0.001, 0.0283]",-0.10460893647086023,
MBI,1,"(0.0283, 0.0849]",-0.11051023009039021,
MBI,2,"(0.0849, 0.151]",-0.1329538387684984,
MBI,3,"(0.151, 0.239]",-0.16625335854595463,
MBI,4,"(0.239, 0.44]",-0.19999730820873748,
MBI,5,"(0.44, 7.498]",-0.29781616856230875,
MBI,6,"(-0.838, -0.366]",,0.9061222004891109
MBI,7,"(-0.366, -0.252]",,0.4546090115985771
MBI,8,"(-0.252, -0.181]",,0.33242952086820426
MBI,9,"(-0.181, -0.12]",,0.2653578561441529
MBI,10,"(-0.12, -0.0588]",,0.2564641368414427
MBI,11,"(-0.0588, 0.0]",,0.3250158685435186
MCD,0,"(-0.001, 0.0433]",-0.095846405145953,
MCD,1,"(0.0433, 0.0971]",-0.11073511324572377,
MCD,2,"(0.0971, 0.153]",-0.13253075007718568,
MCD,3,"(0.153, 0.222]",-0.14999988215164767,
MCD,4,"(0.222, 0.333]",-0.1862656080382063,
MCD,5,"(0.333, 5.477]",-0.24460781213253835,
MCD,6,"(-0.619, -0.281]",,0.3332485096831461
MCD,7,"(-0.281, -0.213]",,0.2677781273840539
MCD,8,"(-0.213, -0.153]",,0.2224247106830877
MCD,9,"(-0.153, -0.104]",,0.19629652763309433
MCD,10,"(-0.104, -0.0484]",,0.1870670337876098
MCD,11,"(-0.0484, 0.0]",,0.19723179583054495
MCHP,0,"(-0.001, 0.032]",-0.08091644234575751,
MCHP,1,"(0.032, 0.0852]",-0.10494540652051407,
MCHP,2,"(0.0852, 0.143]",-0.12945944256271932,
MCHP,3,"(0.143, 0.22]",-0.15235083696577512,
MCHP,4,"(0.22, 0.334]",-0.17251414038661778,
MCHP,5,"(0.334, 2.373]",-0.23407128432719193,
MCHP,6,"(-0.575, -0.269]",,0.2959912390190418
MCHP,7,"(-0.269, -0.204]",,0.23463941778843794
MCHP,8,"(-0.204, -0.148]",,0.19487973852786464
MCHP,9,"(-0.148, -0.0953]",,0.19271539212706398
MCHP,10,"(-0.0953, -0.0388]",,0.17366391128995914
MCHP,11,"(-0.0388, 0.0]",,0.16305177028647405
MCK,0,"(-0.001, 0.0375]",-0.08724943293358613,
MCK,1,"(0.0375, 0.0935]",-0.10378335064877753,
MCK,2,"(0.0935, 0.149]",-0.11925529162575133,
MCK,3,"(0.149, 0.222]",-0.1409810767923126,
MCK,4,"(0.222, 0.348]",-0.18916820608253046,
MCK,5,"(0.348, 2.392]",-0.24666842435088873,
MCK,6,"(-0.648, -0.287]",,0.28050991241011813
MCK,7,"(-0.287, -0.216]",,0.23457766590231616
MCK,8,"(-0.216, -0.154]",,0.23108565775714895
MCK,9,"(-0.154, -0.0974]",,0.2413925356261985
MCK,10,"(-0.0974, -0.0365]",,0.21129561187027643
MCK,11,"(-0.0365, 0.0]",,0.18839873292962034
MD,0,"(-0.001, 0.032]",-0.09472401749529152,
MD,1,"(0.032, 0.0853]",-0.10519449591877035,
MD,2,"(0.0853, 0.156]",-0.13285244301623284,
MD,3,"(0.156, 0.269]",-0.17064227413453162,
MD,4,"(0.269, 0.432]",-0.2144398513697569,
MD,5,"(0.432, 4.141]",-0.29402764034531687,
MD,6,"(-0.752, -0.332]",,0.47764555727044644
MD,7,"(-0.332, -0.244]",,0.3079737724858304
MD,8,"(-0.244, -0.165]",,0.2614809017251795
MD,9,"(-0.165, -0.107]",,0.21596507742950383
MD,10,"(-0.107, -0.0535]",,0.2703724763927997
MD,11,"(-0.0535, 0.0]",,0.2699250899413431
MDT,0,"(-0.001, 0.0408]",-0.09085307123465888,
MDT,1,"(0.0408, 0.0949]",-0.11584135552097631,
MDT,2,"(0.0949, 0.156]",-0.13397034837955818,
MDT,3,"(0.156, 0.231]",-0.1585753075106527,
MDT,4,"(0.231, 0.358]",-0.19636956298997657,
MDT,5,"(0.358, 3.703]",-0.2442642745339608,
MDT,6,"(-0.707, -0.306]",,0.30486993835123477
MDT,7,"(-0.306, -0.232]",,0.23960318645998538
MDT,8,"(-0.232, -0.167]",,0.26108595468401946
MDT,9,"(-0.167, -0.107]",,0.24339475939465877
MDT,10,"(-0.107, -0.0431]",,0.2469862080728509
MDT,11,"(-0.0431, 0.0]",,0.24171420340938068
MEI,0,"(-0.001, 0.0573]",-0.09097822151412863,
MEI,1,"(0.0573, 0.126]",-0.12072923514152524,
MEI,2,"(0.126, 0.203]",-0.1496009968641565,
MEI,3,"(0.203, 0.311]",-0.1904538587523855,
MEI,4,"(0.311, 0.497]",-0.24788869404074876,
MEI,5,"(0.497, 4.984]",-0.3544933821093312,
MEI,6,"(-0.843, -0.408]",,0.9348406590084579
MEI,7,"(-0.408, -0.28]",,0.42502186680702375
MEI,8,"(-0.28, -0.195]",,0.3488907193828965
MEI,9,"(-0.195, -0.13]",,0.33447535156476793
MEI,10,"(-0.13, -0.059]",,0.32762880156273166
MEI,11,"(-0.059, 0.0]",,0.27898743976909035
MGA,0,"(-0.001, 0.0296]",-0.07819237134488428,
MGA,1,"(0.0296, 0.0766]",-0.09907980174567098,
MGA,2,"(0.0766, 0.133]",-0.11664827457331504,
MGA,3,"(0.133, 0.215]",-0.15147347011015558,
MGA,4,"(0.215, 0.333]",-0.19027592936278917,
MGA,5,"(0.333, 3.74]",-0.22219012964577584,
MGA,6,"(-0.85, -0.276]",,0.36125738400011037
MGA,7,"(-0.276, -0.203]",,0.25896756722929376
MGA,8,"(-0.203, -0.143]",,0.23410286930709762
MGA,9,"(-0.143, -0.0956]",,0.17831399854667526
MGA,10,"(-0.0956, -0.045]",,0.19679851749075358
MGA,11,"(-0.045, 0.0]",,0.18503084437474202
MGM,0,"(-0.001, 0.0321]",-0.09617076694677795,
MGM,1,"(0.0321, 0.0809]",-0.11275791568834583,
MGM,2,"(0.0809, 0.134]",-0.13341510510209348,
MGM,3,"(0.134, 0.208]",-0.1438806848303429,
MGM,4,"(0.208, 0.338]",-0.17867980180627488,
MGM,5,"(0.338, 10.309]",-0.21787392335694108,
MGM,6,"(-0.715, -0.267]",,0.33039924851751373
MGM,7,"(-0.267, -0.196]",,0.24740105560161152
MGM,8,"(-0.196, -0.142]",,0.1974399671074958
MGM,9,"(-0.142, -0.092]",,0.23754824171402328
MGM,10,"(-0.092, -0.0391]",,0.19119803689172116
MGM,11,"(-0.0391, 0.0]",,0.190371382627361
MHK,0,"(-0.001, 0.0276]",-0.0895650420536094,
MHK,1,"(0.0276, 0.0807]",-0.09713140356832574,
MHK,2,"(0.0807, 0.138]",-0.11352282071600554,
MHK,3,"(0.138, 0.213]",-0.13941328196233435,
MHK,4,"(0.213, 0.347]",-0.1798267747816519,
MHK,5,"(0.347, 3.204]",-0.2482894929904703,
MHK,6,"(-0.54, -0.292]",,0.3037116118274334
MHK,7,"(-0.292, -0.207]",,0.2185513220509156
MHK,8,"(-0.207, -0.145]",,0.2149453098662635
MHK,9,"(-0.145, -0.0859]",,0.20810937315958608
MHK,10,"(-0.0859, -0.0306]",,0.19270288127378934
MHK,11,"(-0.0306, 0.0]",,0.17313785961927633
MKC,0,"(-0.001, 0.0499]",-0.1109249854728606,
MKC,1,"(0.0499, 0.113]",-0.13156057159192142,
MKC,2,"(0.113, 0.185]",-0.1522823680170474,
MKC,3,"(0.185, 0.28]",-0.17113903395424898,
MKC,4,"(0.28, 0.441]",-0.21437311565865394,
MKC,5,"(0.441, 4.127]",-0.30077583505542055,
MKC,6,"(-0.829, -0.349]",,0.7147342938435884
MKC,7,"(-0.349, -0.262]",,0.34912216615188757
MKC,8,"(-0.262, -0.19]",,0.3333984334801467
MKC,9,"(-0.19, -0.126]",,0.30169657649582676
MKC,10,"(-0.126, -0.0586]",,0.26551002918358585
MKC,11,"(-0.0586, 0.0]",,0.20589936328262937
MLKN,0,"(-0.001, 0.0475]",-0.09839449092208481,
MLKN,1,"(0.0475, 0.109]",-0.12836194655601124,
MLKN,2,"(0.109, 0.192]",-0.1501684946354766,
MLKN,3,"(0.192, 0.292]",-0.17499186304533476,
MLKN,4,"(0.292, 0.478]",-0.21926255308605694,
MLKN,5,"(0.478, 6.001]",-0.3520423055020869,
MLKN,6,"(-0.834, -0.372]",,0.7887412537363919
MLKN,7,"(-0.372, -0.265]",,0.37127039080362867
MLKN,8,"(-0.265, -0.19]",,0.3228919032513403
MLKN,9,"(-0.19, -0.117]",,0.2838429039387438
MLKN,10,"(-0.117, -0.055]",,0.24849876071763477
MLKN,11,"(-0.055, 0.0]",,0.24006405245778248
MMC,0,"(-0.001, 0.0324]",-0.11137338046152613,
MMC,1,"(0.0324, 0.0952]",-0.12291143544810869,
MMC,2,"(0.0952, 0.163]",-0.14044108504332556,
MMC,3,"(0.163, 0.247]",-0.1549606190809623,
MMC,4,"(0.247, 0.397]",-0.19327637226465869,
MMC,5,"(0.397, 5.668]",-0.26361018844408457,
MMC,6,"(-0.647, -0.325]",,0.4518181289822766
MMC,7,"(-0.325, -0.243]",,0.3726253063739136
MMC,8,"(-0.243, -0.178]",,0.2595714191991059
MMC,9,"(-0.178, -0.118]",,0.2521093610408242
MMC,10,"(-0.118, -0.0537]",,0.24492652864534456
MMC,11,"(-0.0537, 0.0]",,0.24131229880100374
MMM,0,"(-0.001, 0.0403]",-0.0878463782317008,
MMM,1,"(0.0403, 0.0959]",-0.10939176994976542,
MMM,2,"(0.0959, 0.154]",-0.12391049235186088,
MMM,3,"(0.154, 0.229]",-0.14583810585912543,
MMM,4,"(0.229, 0.343]",-0.18065489676939103,
MMM,5,"(0.343, 3.019]",-0.2536216590956595,
MMM,6,"(-0.576, -0.293]",,0.29554991708345096
MMM,7,"(-0.293, -0.213]",,0.30182086245732764
MMM,8,"(-0.213, -0.147]",,0.22719569900278108
MMM,9,"(-0.147, -0.0975]",,0.19284616740164678
MMM,10,"(-0.0975, -0.0438]",,0.18501930509052117
MMM,11,"(-0.0438, 0.0]",,0.20003492799475148
MO,0,"(-0.001, 0.0369]",-0.0994588411085081,
MO,1,"(0.0369, 0.0976]",-0.12023556034722738,
MO,2,"(0.0976, 0.17]",-0.14054230538350496,
MO,3,"(0.17, 0.262]",-0.1641648559037917,
MO,4,"(0.262, 0.399]",-0.20225710501322117,
MO,5,"(0.399, 3.461]",-0.2663708396298189,
MO,6,"(-0.683, -0.31]",,0.31778272140776687
MO,7,"(-0.31, -0.234]",,0.2734766022992821
MO,8,"(-0.234, -0.174]",,0.2698679806741836
MO,9,"(-0.174, -0.121]",,0.29892461367679135
MO,10,"(-0.121, -0.0573]",,0.2688054908498625
MO,11,"(-0.0573, 0.0]",,0.2115484601339573
MOS,0,"(-0.001, 0.0324]",-0.08737001968428658,
MOS,1,"(0.0324, 0.0796]",-0.10529927682675412,
MOS,2,"(0.0796, 0.126]",-0.10958081822336849,
MOS,3,"(0.126, 0.188]",-0.12831267744735964,
MOS,4,"(0.188, 0.301]",-0.16263151512517207,
MOS,5,"(0.301, 4.815]",-0.21966272508616358,
MOS,6,"(-0.729, -0.264]",,0.30593974263018603
MOS,7,"(-0.264, -0.194]",,0.24386797399530652
MOS,8,"(-0.194, -0.142]",,0.2089927943935561
MOS,9,"(-0.142, -0.0958]",,0.20153105452790784
MOS,10,"(-0.0958, -0.0478]",,0.19653913244032128
MOS,11,"(-0.0478, 0.0]",,0.17603268097024874
MRK,0,"(-0.001, 0.0352]",-0.09235676813819564,
MRK,1,"(0.0352, 0.0916]",-0.11266384235605395,
MRK,2,"(0.0916, 0.151]",-0.12860346350032217,
MRK,3,"(0.151, 0.227]",-0.14760620662801008,
MRK,4,"(0.227, 0.351]",-0.18328191262464594,
MRK,5,"(0.351, 2.524]",-0.24394796985086376,
MRK,6,"(-0.612, -0.29]",,0.31410087282674026
MRK,7,"(-0.29, -0.22]",,0.27006788831630596
MRK,8,"(-0.22, -0.168]",,0.2475834016865655
MRK,9,"(-0.168, -0.111]",,0.22821566576414262
MRK,10,"(-0.111, -0.0481]",,0.21255693852936894
MRK,11,"(-0.0481, 0.0]",,0.19979963185461688
MRO,0,"(-0.001, 0.0339]",-0.09009469819037003,
MRO,1,"(0.0339, 0.0862]",-0.11183998289827121,
MRO,2,"(0.0862, 0.142]",-0.12371234841934604,
MRO,3,"(0.142, 0.209]",-0.1433473631144744,
MRO,4,"(0.209, 0.317]",-0.16497692323497484,
MRO,5,"(0.317, 5.393]",-0.23443805432101728,
MRO,6,"(-0.736, -0.264]",,0.381382640450749
MRO,7,"(-0.264, -0.196]",,0.2185715124266209
MRO,8,"(-0.196, -0.148]",,0.21797673923993882
MRO,9,"(-0.148, -0.0997]",,0.19510693341372984
MRO,10,"(-0.0997, -0.0455]",,0.24347422972751906
MRO,11,"(-0.0455, 0.0]",,0.22470878185339271
MS,0,"(-0.001, 0.0312]",-0.10053445320508286,
MS,1,"(0.0312, 0.0847]",-0.11493392552068478,
MS,2,"(0.0847, 0.142]",-0.12738269307865766,
MS,3,"(0.142, 0.22]",-0.1532500031913073,
MS,4,"(0.22, 0.344]",-0.16876773889455057,
MS,5,"(0.344, 4.776]",-0.24649638558310802,
MS,6,"(-0.676, -0.29]",,0.3139810359124594
MS,7,"(-0.29, -0.207]",,0.2771948358397141
MS,8,"(-0.207, -0.147]",,0.24547077778083395
MS,9,"(-0.147, -0.099]",,0.2340881573439561
MS,10,"(-0.099, -0.0483]",,0.20217985927081744
MS,11,"(-0.0483, 0.0]",,0.2122099442156691
MSFT,0,"(-0.001, 0.0402]",-0.09962271356382033,
MSFT,1,"(0.0402, 0.104]",-0.12773860300777637,
MSFT,2,"(0.104, 0.173]",-0.14515742729007813,
MSFT,3,"(0.173, 0.261]",-0.1618171522971339,
MSFT,4,"(0.261, 0.411]",-0.1859656449096365,
MSFT,5,"(0.411, 3.095]",-0.28968355671011736,
MSFT,6,"(-0.704, -0.328]",,0.3657594717146857
MSFT,7,"(-0.328, -0.244]",,0.3136959470896513
MSFT,8,"(-0.244, -0.177]",,0.25851315644520056
MSFT,9,"(-0.177, -0.11]",,0.22530908446412157
MSFT,10,"(-0.11, -0.0413]",,0.22813107673103522
MSFT,11,"(-0.0413, 0.0]",,0.24036709047090943
MSI,0,"(-0.001, 0.0385]",-0.09245888311760526,
MSI,1,"(0.0385, 0.1]",-0.11676067242813182,
MSI,2,"(0.1, 0.17]",-0.12807964463925384,
MSI,3,"(0.17, 0.257]",-0.15504493037961425,
MSI,4,"(0.257, 0.405]",-0.21015474520181435,
MSI,5,"(0.405, 3.348]",-0.2861571142091224,
MSI,6,"(-0.725, -0.328]",,0.37445323872601055
MSI,7,"(-0.328, -0.239]",,0.2676587312495228
MSI,8,"(-0.239, -0.162]",,0.24629466957953225
MSI,9,"(-0.162, -0.0993]",,0.24001262998820613
MSI,10,"(-0.0993, -0.0333]",,0.22461007850599876
MSI,11,"(-0.0333, 0.0]",,0.21230327735135218
MTG,0,"(-0.001, 0.0293]",-0.09524286509354815,
MTG,1,"(0.0293, 0.0817]",-0.12571995291463361,
MTG,2,"(0.0817, 0.14]",-0.12693268467585522,
MTG,3,"(0.14, 0.221]",-0.1484342870014216,
MTG,4,"(0.221, 0.384]",-0.18517368725564884,
MTG,5,"(0.384, 11.005]",-0.3294960738340138,
MTG,6,"(-0.888, -0.407]",,1.936474271713006
MTG,7,"(-0.407, -0.241]",,0.4329072435363289
MTG,8,"(-0.241, -0.167]",,0.3173412812111395
MTG,9,"(-0.167, -0.113]",,0.2348403003480777
MTG,10,"(-0.113, -0.0552]",,0.25434803690482083
MTG,11,"(-0.0552, 0.0]",,0.2482546123568247
MTOR,0,"(-0.001, 0.0379]",-0.10530811782834146,
MTOR,1,"(0.0379, 0.0907]",-0.11825523491066398,
MTOR,2,"(0.0907, 0.156]",-0.13494069399322894,
MTOR,3,"(0.156, 0.24]",-0.14922723994138262,
MTOR,4,"(0.24, 0.354]",-0.17874908274191106,
MTOR,5,"(0.354, 3.674]",-0.23401927344757034,
MTOR,6,"(-0.626, -0.287]",,0.34862508221909505
MTOR,7,"(-0.287, -0.212]",,0.23837970221481353
MTOR,8,"(-0.212, -0.149]",,0.21595486005960576
MTOR,9,"(-0.149, -0.089]",,0.2181554897028612
MTOR,10,"(-0.089, -0.0335]",,0.1806614230249503
MTOR,11,"(-0.0335, 0.0]",,0.16124336147503177
MTZ,0,"(-0.001, 0.0398]",-0.08421386629120564,
MTZ,1,"(0.0398, 0.0964]",-0.11362395589310825,
MTZ,2,"(0.0964, 0.156]",-0.12813667292725678,
MTZ,3,"(0.156, 0.234]",-0.16909990228673102,
MTZ,4,"(0.234, 0.352]",-0.19208929871999664,
MTZ,5,"(0.352, 3.244]",-0.2459949883229274,
MTZ,6,"(-0.638, -0.28]",,0.2843036799271593
MTZ,7,"(-0.28, -0.206]",,0.25140252195669355
MTZ,8,"(-0.206, -0.148]",,0.22402714623781284
MTZ,9,"(-0.148, -0.0989]",,0.20531554689859363
MTZ,10,"(-0.0989, -0.0432]",,0.17711320664835414
MTZ,11,"(-0.0432, 0.0]",,0.19587065300800371
MU,0,"(-0.001, 0.0356]",-0.09447981550044704,
MU,1,"(0.0356, 0.0951]",-0.10998628651915178,
MU,2,"(0.0951, 0.154]",-0.12299239176251743,
MU,3,"(0.154, 0.228]",-0.15561462235225346,
MU,4,"(0.228, 0.346]",-0.1914090242915501,
MU,5,"(0.346, 1.865]",-0.22814485866782816,
MU,6,"(-0.551, -0.276]",,0.28578639352567087
MU,7,"(-0.276, -0.213]",,0.2458247478374149
MU,8,"(-0.213, -0.153]",,0.20889602519667907
MU,9,"(-0.153, -0.0944]",,0.1931290211951166
MU,10,"(-0.0944, -0.0363]",,0.18666404651374463
MU,11,"(-0.0363, 0.0]",,0.1692220964189032
MUFG,0,"(-0.001, 0.0771]",-0.12245176791290839,
MUFG,1,"(0.0771, 0.157]",-0.1558854684174649,
MUFG,2,"(0.157, 0.241]",-0.18249536872767178,
MUFG,3,"(0.241, 0.376]",-0.21777581570411758,
MUFG,4,"(0.376, 0.696]",-0.26501226844450937,
MUFG,5,"(0.696, 16.774]",-0.5404843717555925,
MUFG,6,"(-0.927, -0.64]",,3.1079298133349518
MUFG,7,"(-0.64, -0.34]",,1.418784898130498
MUFG,8,"(-0.34, -0.231]",,0.6169497498097639
MUFG,9,"(-0.231, -0.159]",,0.4089191512962451
MUFG,10,"(-0.159, -0.0877]",,0.2914970908568291
MUFG,11,"(-0.0877, 0.0]",,0.24635593376327622
MUR,0,"(-0.001, 0.0226]",-0.09309485473354713,
MUR,1,"(0.0226, 0.0661]",-0.11063330504539776,
MUR,2,"(0.0661, 0.114]",-0.1124163608881087,
MUR,3,"(0.114, 0.18]",-0.11867854976380401,
MUR,4,"(0.18, 0.284]",-0.13488108378357258,
MUR,5,"(0.284, 5.27]",-0.18089331038898918,
MUR,6,"(-0.593, -0.233]",,0.2243446402559612
MUR,7,"(-0.233, -0.173]",,0.1665001998070022
MUR,8,"(-0.173, -0.129]",,0.19867288878205772
MUR,9,"(-0.129, -0.0885]",,0.21486550718466182
MUR,10,"(-0.0885, -0.0398]",,0.19087699978823008
MUR,11,"(-0.0398, 0.0]",,0.1998757903041031
MXIM,0,"(-0.001, 0.0359]",-0.08836099244882789,
MXIM,1,"(0.0359, 0.0908]",-0.10844075605988618,
MXIM,2,"(0.0908, 0.146]",-0.128768229172798,
MXIM,3,"(0.146, 0.219]",-0.14776943146662816,
MXIM,4,"(0.219, 0.333]",-0.18033836380775348,
MXIM,5,"(0.333, 3.677]",-0.24375164399992963,
MXIM,6,"(-0.68, -0.291]",,0.3236076069632973
MXIM,7,"(-0.291, -0.213]",,0.29445512896918313
MXIM,8,"(-0.213, -0.149]",,0.2327795156620401
MXIM,9,"(-0.149, -0.0962]",,0.19291202069825852
MXIM,10,"(-0.0962, -0.0374]",,0.18574031474452166
MXIM,11,"(-0.0374, 0.0]",,0.1705408270247371
MYGN,0,"(-0.001, 0.0387]",-0.10488941217378948,
MYGN,1,"(0.0387, 0.107]",-0.11015847800469136,
MYGN,2,"(0.107, 0.179]",-0.13044593795102405,
MYGN,3,"(0.179, 0.273]",-0.17034950854885375,
MYGN,4,"(0.273, 0.439]",-0.20930358055317944,
MYGN,5,"(0.439, 3.026]",-0.320016881380257,
MYGN,6,"(-0.737, -0.322]",,0.400129158786613
MYGN,7,"(-0.322, -0.232]",,0.3349002552770814
MYGN,8,"(-0.232, -0.16]",,0.273526520691961
MYGN,9,"(-0.16, -0.1]",,0.23332689219037772
MYGN,10,"(-0.1, -0.0384]",,0.18282679358294388
MYGN,11,"(-0.0384, 0.0]",,0.17096911470059256
MYL,0,"(-0.001, 0.0397]",-0.09717853757995022,
MYL,1,"(0.0397, 0.0998]",-0.12325972108778703,
MYL,2,"(0.0998, 0.163]",-0.14150414692776336,
MYL,3,"(0.163, 0.244]",-0.16122972287357107,
MYL,4,"(0.244, 0.376]",-0.17948016825185129,
MYL,5,"(0.376, 2.797]",-0.24828720325195225,
MYL,6,"(-0.626, -0.285]",,0.292430354478593
MYL,7,"(-0.285, -0.218]",,0.2676428528006049
MYL,8,"(-0.218, -0.162]",,0.2532974172405312
MYL,9,"(-0.162, -0.11]",,0.27700495161488975
MYL,10,"(-0.11, -0.0502]",,0.21339178149928784
MYL,11,"(-0.0502, 0.0]",,0.1842030246116297
NATI,0,"(-0.001, 0.0566]",-0.11121535630257548,
NATI,1,"(0.0566, 0.131]",-0.13677131067374731,
NATI,2,"(0.131, 0.225]",-0.17486208193272335,
NATI,3,"(0.225, 0.345]",-0.2020385648138085,
NATI,4,"(0.345, 0.554]",-0.25386096412048587,
NATI,5,"(0.554, 6.341]",-0.3855019981051765,
NATI,6,"(-0.814, -0.424]",,0.8572944429360557
NATI,7,"(-0.424, -0.302]",,0.5146269741503439
NATI,8,"(-0.302, -0.217]",,0.4210455088892566
NATI,9,"(-0.217, -0.153]",,0.3122503062061091
NATI,10,"(-0.153, -0.0754]",,0.26551101774524305
NATI,11,"(-0.0754, 0.0]",,0.23979420262597112
NAV,0,"(-0.001, 0.0251]",-0.09488650605521001,
NAV,1,"(0.0251, 0.0736]",-0.10989581008485064,
NAV,2,"(0.0736, 0.136]",-0.12971883345969937,
NAV,3,"(0.136, 0.225]",-0.14141136723612074,
NAV,4,"(0.225, 0.364]",-0.1864705949512999,
NAV,5,"(0.364, 26.19]",-0.2886604082006914,
NAV,6,"(-0.969, -0.284]",,0.5150188433129664
NAV,7,"(-0.284, -0.208]",,0.26056658636876157
NAV,8,"(-0.208, -0.15]",,0.20037196824964634
NAV,9,"(-0.15, -0.0971]",,0.20297891452324004
NAV,10,"(-0.0971, -0.0379]",,0.18771238970587387
NAV,11,"(-0.0379, 0.0]",,0.18974122674553967
NBL,0,"(-0.001, 0.0243]",-0.07444343428930951,
NBL,1,"(0.0243, 0.0592]",-0.09048689857146622,
NBL,2,"(0.0592, 0.1]",-0.09833885000478272,
NBL,3,"(0.1, 0.155]",-0.11358455764121031,
NBL,4,"(0.155, 0.245]",-0.1304912171046856,
NBL,5,"(0.245, 3.285]",-0.1864481046356781,
NBL,6,"(-0.695, -0.219]",,0.20622346947985346
NBL,7,"(-0.219, -0.16]",,0.1719108000722712
NBL,8,"(-0.16, -0.118]",,0.1601726251650364
NBL,9,"(-0.118, -0.0766]",,0.1613249863334645
NBL,10,"(-0.0766, -0.0348]",,0.16787685788808135
NBL,11,"(-0.0348, 0.0]",,0.19414319355843312
NBR,0,"(-0.001, 0.0261]",-0.08966623853277339,
NBR,1,"(0.0261, 0.073]",-0.10653848709115801,
NBR,2,"(0.073, 0.117]",-0.11159976944039494,
NBR,3,"(0.117, 0.175]",-0.12339145714521532,
NBR,4,"(0.175, 0.273]",-0.1436388820645943,
NBR,5,"(0.273, 3.078]",-0.17009113061121908,
NBR,6,"(-0.743, -0.237]",,0.309649185662178
NBR,7,"(-0.237, -0.169]",,0.21324533999867668
NBR,8,"(-0.169, -0.122]",,0.20002772927884485
NBR,9,"(-0.122, -0.0855]",,0.1645185237524259
NBR,10,"(-0.0855, -0.0427]",,0.16511576825049057
NBR,11,"(-0.0427, 0.0]",,0.2030796958638621
NCR,0,"(-0.001, 0.0284]",-0.08079803560490804,
NCR,1,"(0.0284, 0.0806]",-0.09865783911270971,
NCR,2,"(0.0806, 0.143]",-0.12330066266595856,
NCR,3,"(0.143, 0.224]",-0.153788084309933,
NCR,4,"(0.224, 0.362]",-0.18860557081113427,
NCR,5,"(0.362, 4.931]",-0.2591813749069837,
NCR,6,"(-0.634, -0.296]",,0.33047370084601635
NCR,7,"(-0.296, -0.21]",,0.2623620323261946
NCR,8,"(-0.21, -0.143]",,0.22881330692149393
NCR,9,"(-0.143, -0.0851]",,0.2204833694385514
NCR,10,"(-0.0851, -0.0372]",,0.18271738031479756
NCR,11,"(-0.0372, 0.0]",,0.1640993241419446
NDX,0,"(-0.001, 0.0329]",-0.09318790551707565,
NDX,1,"(0.0329, 0.0849]",-0.11151238152006705,
