,,index,rate_min_windows_future,rate_max_windows_future
IPG,8,"(-0.224, -0.155]",,0.24474465836740622
IPG,9,"(-0.155, -0.0943]",,0.24380037610770255
IPG,10,"(-0.0943, -0.0392]",,0.23252881632001732
IPG,11,"(-0.0392, 0.0]",,0.20569655617544266
IT,0,"(-0.001, 0.0476]",-0.10092499935400737,
IT,1,"(0.0476, 0.11]",-0.11706208040257547,
IT,2,"(0.11, 0.181]",-0.1426482891363258,
IT,3,"(0.181, 0.289]",-0.17918949878034512,
IT,4,"(0.289, 0.464]",-0.24228795898040578,
IT,5,"(0.464, 9.0]",-0.3245220896654902,
IT,6,"(-0.893, -0.34]",,0.49339845598071197
IT,7,"(-0.34, -0.248]",,0.30962985564314094
IT,8,"(-0.248, -0.177]",,0.28662814997427255
IT,9,"(-0.177, -0.113]",,0.3332182677557507
IT,10,"(-0.113, -0.0507]",,0.27349669318389697
IT,11,"(-0.0507, 0.0]",,0.20898130063345427
ITRI,0,"(-0.001, 0.0428]",-0.09837678597740028,
ITRI,1,"(0.0428, 0.11]",-0.11827374133517705,
ITRI,2,"(0.11, 0.183]",-0.1462927190821826,
ITRI,3,"(0.183, 0.28]",-0.17041012455071844,
ITRI,4,"(0.28, 0.478]",-0.23217696814895716,
ITRI,5,"(0.478, 2.886]",-0.3240374170496327,
ITRI,6,"(-0.687, -0.351]",,0.5062809248994713
ITRI,7,"(-0.351, -0.255]",,0.3251477206467753
ITRI,8,"(-0.255, -0.179]",,0.26400612881938557
ITRI,9,"(-0.179, -0.112]",,0.22713193671726561
ITRI,10,"(-0.112, -0.042]",,0.2540319861992266
ITRI,11,"(-0.042, 0.0]",,0.2239987842684231
ITT,0,"(-0.001, 0.0335]",-0.08787907048969709,
ITT,1,"(0.0335, 0.0872]",-0.10515023803927688,
ITT,2,"(0.0872, 0.155]",-0.13125006052782248,
ITT,3,"(0.155, 0.243]",-0.1547936757767614,
ITT,4,"(0.243, 0.379]",-0.20039154690367178,
ITT,5,"(0.379, 9.497]",-0.2993343260996654,
ITT,6,"(-0.915, -0.322]",,0.5899534879928144
ITT,7,"(-0.322, -0.234]",,0.3389705636298025
ITT,8,"(-0.234, -0.165]",,0.3069922986543397
ITT,9,"(-0.165, -0.11]",,0.24804893035170741
ITT,10,"(-0.11, -0.0491]",,0.24618819400886663
ITT,11,"(-0.0491, 0.0]",,0.22829867908202917
ITW,0,"(-0.001, 0.0284]",-0.08432503584595587,
ITW,1,"(0.0284, 0.0799]",-0.10553297538413024,
ITW,2,"(0.0799, 0.134]",-0.12240996761411294,
ITW,3,"(0.134, 0.202]",-0.13680557989834483,
ITW,4,"(0.202, 0.305]",-0.15898826965912508,
ITW,5,"(0.305, 4.103]",-0.23019246875727087,
ITW,6,"(-0.584, -0.267]",,0.24928330866390383
ITW,7,"(-0.267, -0.197]",,0.28098987137927195
ITW,8,"(-0.197, -0.143]",,0.2153833207585688
ITW,9,"(-0.143, -0.0963]",,0.18687517648315946
ITW,10,"(-0.0963, -0.0425]",,0.1804898119554851
ITW,11,"(-0.0425, 0.0]",,0.18599839141823107
JACK,0,"(-0.001, 0.0419]",-0.09075371616484808,
JACK,1,"(0.0419, 0.0983]",-0.11131972487053464,
JACK,2,"(0.0983, 0.159]",-0.13016326504617942,
JACK,3,"(0.159, 0.247]",-0.1596111980993445,
JACK,4,"(0.247, 0.38]",-0.19705239928319618,
JACK,5,"(0.38, 7.638]",-0.29006469174347277,
JACK,6,"(-0.674, -0.326]",,0.4098370835737006
JACK,7,"(-0.326, -0.224]",,0.2851244853673961
JACK,8,"(-0.224, -0.156]",,0.2629139035915445
JACK,9,"(-0.156, -0.101]",,0.226636561055801
JACK,10,"(-0.101, -0.039]",,0.20172502417579166
JACK,11,"(-0.039, 0.0]",,0.20014981887931027
JBHT,0,"(-0.001, 0.0401]",-0.0904289831654934,
JBHT,1,"(0.0401, 0.0983]",-0.11999119970681536,
JBHT,2,"(0.0983, 0.162]",-0.1405695018406658,
JBHT,3,"(0.162, 0.238]",-0.16205247272343956,
JBHT,4,"(0.238, 0.371]",-0.18931734792897342,
JBHT,5,"(0.371, 3.728]",-0.24810950990560726,
JBHT,6,"(-0.76, -0.278]",,0.2924370872500431
JBHT,7,"(-0.278, -0.205]",,0.27453408381808936
JBHT,8,"(-0.205, -0.15]",,0.24675624910726077
JBHT,9,"(-0.15, -0.099]",,0.2368117307231836
JBHT,10,"(-0.099, -0.0452]",,0.17594197349495566
JBHT,11,"(-0.0452, 0.0]",,0.15183830216566302
JBL,0,"(-0.001, 0.0341]",-0.08198098920291208,
JBL,1,"(0.0341, 0.0897]",-0.1078469631385019,
JBL,2,"(0.0897, 0.158]",-0.13188665619286155,
JBL,3,"(0.158, 0.246]",-0.15419498909206036,
JBL,4,"(0.246, 0.371]",-0.2042150417482794,
JBL,5,"(0.371, 3.086]",-0.25668648449621817,
JBL,6,"(-0.724, -0.322]",,0.3356572949482672
JBL,7,"(-0.322, -0.238]",,0.2501305859671987
JBL,8,"(-0.238, -0.163]",,0.22622616012182337
JBL,9,"(-0.163, -0.0905]",,0.2339643782219453
JBL,10,"(-0.0905, -0.026]",,0.2408688064464781
JBL,11,"(-0.026, 0.0]",,0.20749767986688578
JCI,0,"(-0.001, 0.0335]",-0.09076673170948016,
JCI,1,"(0.0335, 0.0912]",-0.11571869391408106,
JCI,2,"(0.0912, 0.154]",-0.1343848523315134,
JCI,3,"(0.154, 0.234]",-0.15885254002182245,
JCI,4,"(0.234, 0.37]",-0.19552371266911694,
JCI,5,"(0.37, 4.677]",-0.2611264889177922,
JCI,6,"(-0.693, -0.308]",,0.3232843961532623
JCI,7,"(-0.308, -0.236]",,0.3149221024200017
JCI,8,"(-0.236, -0.176]",,0.28027138739755403
JCI,9,"(-0.176, -0.113]",,0.2527911427076245
JCI,10,"(-0.113, -0.0452]",,0.24093379607508542
JCI,11,"(-0.0452, 0.0]",,0.24432052531452864
JEF,0,"(-0.001, 0.0349]",-0.09831354484800615,
JEF,1,"(0.0349, 0.0879]",-0.11930382249759103,
JEF,2,"(0.0879, 0.145]",-0.13493132834960903,
JEF,3,"(0.145, 0.213]",-0.14694626883900117,
JEF,4,"(0.213, 0.337]",-0.1717183064741408,
JEF,5,"(0.337, 5.972]",-0.24314452007477072,
JEF,6,"(-0.888, -0.305]",,0.37516662832796777
JEF,7,"(-0.305, -0.219]",,0.3394412197312496
JEF,8,"(-0.219, -0.161]",,0.3172651543829952
JEF,9,"(-0.161, -0.113]",,0.27119725423669633
JEF,10,"(-0.113, -0.0552]",,0.26245005992105785
JEF,11,"(-0.0552, 0.0]",,0.26862911417753604
JKHY,0,"(-0.001, 0.0598]",-0.12006241062534823,
JKHY,1,"(0.0598, 0.129]",-0.13972200116172648,
JKHY,2,"(0.129, 0.199]",-0.1614805242827784,
JKHY,3,"(0.199, 0.285]",-0.19076820733815436,
JKHY,4,"(0.285, 0.448]",-0.2199077381272533,
JKHY,5,"(0.448, 7.489]",-0.3070409422570015,
JKHY,6,"(-0.871, -0.379]",,0.6757578959220051
JKHY,7,"(-0.379, -0.273]",,0.5128560040352845
JKHY,8,"(-0.273, -0.201]",,0.3610527230327922
JKHY,9,"(-0.201, -0.134]",,0.3138755423335287
JKHY,10,"(-0.134, -0.0605]",,0.4012094601901088
JKHY,11,"(-0.0605, 0.0]",,0.3646617995171441
JNJ,0,"(-0.001, 0.0442]",-0.09084486737629557,
JNJ,1,"(0.0442, 0.102]",-0.10810651620037554,
JNJ,2,"(0.102, 0.161]",-0.1365558474529437,
JNJ,3,"(0.161, 0.237]",-0.16817722301188873,
JNJ,4,"(0.237, 0.351]",-0.19290565850068192,
JNJ,5,"(0.351, 3.359]",-0.25778459222830846,
JNJ,6,"(-0.671, -0.308]",,0.3278844627906328
JNJ,7,"(-0.308, -0.229]",,0.28491613981815567
JNJ,8,"(-0.229, -0.171]",,0.2626525136799722
JNJ,9,"(-0.171, -0.117]",,0.2613009379746644
JNJ,10,"(-0.117, -0.0547]",,0.25999777954332626
JNJ,11,"(-0.0547, 0.0]",,0.1948554193228334
JPM,0,"(-0.001, 0.033]",-0.10039388298327168,
JPM,1,"(0.033, 0.0863]",-0.11646110507079073,
JPM,2,"(0.0863, 0.146]",-0.13923778982142457,
JPM,3,"(0.146, 0.231]",-0.16759447006201358,
JPM,4,"(0.231, 0.391]",-0.18809749474228332,
JPM,5,"(0.391, 4.71]",-0.25520215218965286,
JPM,6,"(-0.673, -0.314]",,0.329538020452205
JPM,7,"(-0.314, -0.228]",,0.2875009447889094
JPM,8,"(-0.228, -0.167]",,0.2934218249166237
JPM,9,"(-0.167, -0.114]",,0.25834369418432546
JPM,10,"(-0.114, -0.0547]",,0.232575733949102
JPM,11,"(-0.0547, 0.0]",,0.23900562124438313
JWN,0,"(-0.001, 0.0298]",-0.09889870350592589,
JWN,1,"(0.0298, 0.0855]",-0.11403227614621501,
JWN,2,"(0.0855, 0.145]",-0.12027606817146352,
JWN,3,"(0.145, 0.224]",-0.13822837832172952,
JWN,4,"(0.224, 0.346]",-0.16212217125900308,
JWN,5,"(0.346, 2.276]",-0.230108755727241,
JWN,6,"(-0.546, -0.293]",,0.33841260504428355
JWN,7,"(-0.293, -0.213]",,0.23192781490688855
JWN,8,"(-0.213, -0.148]",,0.18998888409474507
JWN,9,"(-0.148, -0.0883]",,0.1894715149828317
JWN,10,"(-0.0883, -0.0302]",,0.21116134145119458
JWN,11,"(-0.0302, 0.0]",,0.20295797537770507
K,0,"(-0.001, 0.0387]",-0.08406502570198361,
K,1,"(0.0387, 0.09]",-0.1145897939005647,
K,2,"(0.09, 0.151]",-0.13082692534388826,
K,3,"(0.151, 0.233]",-0.15184452872399573,
K,4,"(0.233, 0.355]",-0.20239663950069983,
K,5,"(0.355, 4.304]",-0.23558784853757256,
K,6,"(-0.668, -0.287]",,0.3369240415750476
K,7,"(-0.287, -0.213]",,0.2780702573462296
K,8,"(-0.213, -0.155]",,0.20709657783719734
K,9,"(-0.155, -0.1]",,0.20305449571675546
K,10,"(-0.1, -0.0434]",,0.206594987176571
K,11,"(-0.0434, 0.0]",,0.18322041307938192
KBH,0,"(-0.001, 0.0321]",-0.08037254717692933,
KBH,1,"(0.0321, 0.0799]",-0.10901295099461743,
KBH,2,"(0.0799, 0.136]",-0.12955229920206018,
KBH,3,"(0.136, 0.201]",-0.15075938856283877,
KBH,4,"(0.201, 0.309]",-0.1607264090557356,
KBH,5,"(0.309, 4.571]",-0.20939528218081122,
KBH,6,"(-0.629, -0.263]",,0.2512194944949596
KBH,7,"(-0.263, -0.195]",,0.2371114536133106
KBH,8,"(-0.195, -0.143]",,0.19479628846158933
KBH,9,"(-0.143, -0.091]",,0.19133793362292525
KBH,10,"(-0.091, -0.0378]",,0.1869441605605928
KBH,11,"(-0.0378, 0.0]",,0.1915446750069936
KEY,0,"(-0.001, 0.0396]",-0.08730301548913759,
KEY,1,"(0.0396, 0.0935]",-0.11350892627481311,
KEY,2,"(0.0935, 0.152]",-0.14194826754145953,
KEY,3,"(0.152, 0.223]",-0.16018683717271318,
KEY,4,"(0.223, 0.343]",-0.17508340389167049,
KEY,5,"(0.343, 10.139]",-0.26307947199940007,
KEY,6,"(-0.779, -0.31]",,0.42222901474334423
KEY,7,"(-0.31, -0.234]",,0.3116124661996492
KEY,8,"(-0.234, -0.17]",,0.30282328158515354
KEY,9,"(-0.17, -0.114]",,0.2957822722851823
KEY,10,"(-0.114, -0.0555]",,0.2555359745383317
KEY,11,"(-0.0555, 0.0]",,0.2530712499537819
KLAC,0,"(-0.001, 0.0296]",-0.08435413264122886,
KLAC,1,"(0.0296, 0.0785]",-0.09546011429371616,
KLAC,2,"(0.0785, 0.127]",-0.11528490132876387,
KLAC,3,"(0.127, 0.193]",-0.14165898269107413,
KLAC,4,"(0.193, 0.313]",-0.17074395129030687,
KLAC,5,"(0.313, 2.869]",-0.23426498776544555,
KLAC,6,"(-0.781, -0.267]",,0.3493267621633444
KLAC,7,"(-0.267, -0.195]",,0.20941672820890872
KLAC,8,"(-0.195, -0.138]",,0.18830549676789615
KLAC,9,"(-0.138, -0.0832]",,0.16626234957590966
KLAC,10,"(-0.0832, -0.0319]",,0.17204622166196987
KLAC,11,"(-0.0319, 0.0]",,0.166520719586339
KLIC,0,"(-0.001, 0.0487]",-0.09044339944709369,
KLIC,1,"(0.0487, 0.106]",-0.11644451995081674,
KLIC,2,"(0.106, 0.171]",-0.13578512700235992,
KLIC,3,"(0.171, 0.255]",-0.16239827127263795,
KLIC,4,"(0.255, 0.386]",-0.1996990834952408,
KLIC,5,"(0.386, 2.87]",-0.2769966131580768,
KLIC,6,"(-0.748, -0.3]",,0.36930411773602295
KLIC,7,"(-0.3, -0.222]",,0.27438417829984607
KLIC,8,"(-0.222, -0.165]",,0.23111472074274497
KLIC,9,"(-0.165, -0.109]",,0.21524641998922397
KLIC,10,"(-0.109, -0.0474]",,0.2108057552478085
KLIC,11,"(-0.0474, 0.0]",,0.19863964645837362
KMB,0,"(-0.001, 0.0314]",-0.08815210577107409,
KMB,1,"(0.0314, 0.0804]",-0.10114561187429315,
KMB,2,"(0.0804, 0.138]",-0.1110927308490825,
KMB,3,"(0.138, 0.208]",-0.13434107958600555,
KMB,4,"(0.208, 0.313]",-0.18060289712151786,
KMB,5,"(0.313, 4.749]",-0.23089439081210117,
KMB,6,"(-0.689, -0.28]",,0.28546680395339374
KMB,7,"(-0.28, -0.208]",,0.27703093280667146
KMB,8,"(-0.208, -0.147]",,0.21573203917123962
KMB,9,"(-0.147, -0.0888]",,0.19741260519818518
KMB,10,"(-0.0888, -0.036]",,0.1715822011727414
KMB,11,"(-0.036, 0.0]",,0.16307995028846806
KMT,0,"(-0.001, 0.0381]",-0.09181663330341534,
KMT,1,"(0.0381, 0.0903]",-0.11430734600321076,
KMT,2,"(0.0903, 0.148]",-0.12308730296199558,
KMT,3,"(0.148, 0.233]",-0.16098337569390908,
KMT,4,"(0.233, 0.389]",-0.18640304160706253,
KMT,5,"(0.389, 3.615]",-0.2859661941997442,
KMT,6,"(-0.745, -0.339]",,0.5374963622237711
KMT,7,"(-0.339, -0.242]",,0.4022985322661391
KMT,8,"(-0.242, -0.175]",,0.28252407549967445
KMT,9,"(-0.175, -0.11]",,0.2873241480227737
KMT,10,"(-0.11, -0.0513]",,0.24425925228059814
KMT,11,"(-0.0513, 0.0]",,0.18262570399121533
KO,0,"(-0.001, 0.0327]",-0.10068364035145952,
KO,1,"(0.0327, 0.0936]",-0.11750472975016768,
KO,2,"(0.0936, 0.159]",-0.1272441289151605,
KO,3,"(0.159, 0.233]",-0.14836847735673547,
KO,4,"(0.233, 0.355]",-0.18565062141633878,
KO,5,"(0.355, 5.218]",-0.2556877178722969,
KO,6,"(-0.657, -0.297]",,0.3051431888291071
KO,7,"(-0.297, -0.222]",,0.27840213058742735
KO,8,"(-0.222, -0.167]",,0.26221567103432286
KO,9,"(-0.167, -0.109]",,0.21057048923833882
KO,10,"(-0.109, -0.046]",,0.21499001577041743
KO,11,"(-0.046, 0.0]",,0.22286816082656744
KR,0,"(-0.001, 0.0324]",-0.08579231351493703,
KR,1,"(0.0324, 0.0832]",-0.10000230954441093,
KR,2,"(0.0832, 0.145]",-0.12092099945807402,
KR,3,"(0.145, 0.227]",-0.14489488925533872,
KR,4,"(0.227, 0.371]",-0.1945554253473433,
KR,5,"(0.371, 2.451]",-0.26107900165990333,
KR,6,"(-0.62, -0.303]",,0.35399386231013547
KR,7,"(-0.303, -0.215]",,0.2584875070637868
KR,8,"(-0.215, -0.14]",,0.22256353367327578
KR,9,"(-0.14, -0.0857]",,0.19589087084997608
KR,10,"(-0.0857, -0.0363]",,0.19003875606391413
KR,11,"(-0.0363, 0.0]",,0.19756509975023656
KSS,0,"(-0.001, 0.0301]",-0.07491949553755525,
KSS,1,"(0.0301, 0.0762]",-0.09208992401938268,
KSS,2,"(0.0762, 0.13]",-0.11323666717755691,
KSS,3,"(0.13, 0.2]",-0.1298007567474521,
KSS,4,"(0.2, 0.313]",-0.1636397275453233,
KSS,5,"(0.313, 2.8]",-0.23909015511115012,
KSS,6,"(-0.531, -0.269]",,0.30973774659621467
KSS,7,"(-0.269, -0.183]",,0.20148804432867579
KSS,8,"(-0.183, -0.127]",,0.16778964313889547
KSS,9,"(-0.127, -0.0793]",,0.1678372740822603
KSS,10,"(-0.0793, -0.0302]",,0.16320362886848563
KSS,11,"(-0.0302, 0.0]",,0.1991661269826108
KSU,0,"(-0.001, 0.0411]",-0.09105782701637938,
KSU,1,"(0.0411, 0.0941]",-0.11051715954291602,
KSU,2,"(0.0941, 0.151]",-0.1338015000701747,
KSU,3,"(0.151, 0.225]",-0.16068524566844036,
KSU,4,"(0.225, 0.347]",-0.18758402678731545,
KSU,5,"(0.347, 3.132]",-0.2366383024497583,
KSU,6,"(-0.593, -0.286]",,0.29859179553031223
KSU,7,"(-0.286, -0.21]",,0.29183139207609055
KSU,8,"(-0.21, -0.15]",,0.22854268719761778
KSU,9,"(-0.15, -0.0997]",,0.1978687116917789
KSU,10,"(-0.0997, -0.0429]",,0.1939761273682748
KSU,11,"(-0.0429, 0.0]",,0.1603314114695721
L,0,"(-0.001, 0.0421]",-0.07453757951623291,
L,1,"(0.0421, 0.113]",-0.10736942766551875,
L,2,"(0.113, 0.206]",-0.14995261720199976,
L,3,"(0.206, 0.336]",-0.20568449556756785,
L,4,"(0.336, 0.552]",-0.27479100502328885,
L,5,"(0.552, 6.731]",-0.4034447983125005,
L,6,"(-0.866, -0.435]",,1.2131620152723854
L,7,"(-0.435, -0.317]",,0.6206503560467473
L,8,"(-0.317, -0.228]",,0.4214904069947301
L,9,"(-0.228, -0.151]",,0.2955858527057131
L,10,"(-0.151, -0.0724]",,0.23671392535441357
L,11,"(-0.0724, 0.0]",,0.2618512959420897
LAMR,0,"(-0.001, 0.0353]",-0.10382236311538368,
LAMR,1,"(0.0353, 0.0897]",-0.11894854965972923,
LAMR,2,"(0.0897, 0.145]",-0.13717644245421826,
LAMR,3,"(0.145, 0.235]",-0.165437787248743,
LAMR,4,"(0.235, 0.377]",-0.19685700763582364,
LAMR,5,"(0.377, 7.094]",-0.2507145340297654,
LAMR,6,"(-0.671, -0.316]",,0.3580040029495446
LAMR,7,"(-0.316, -0.228]",,0.3024970432792122
LAMR,8,"(-0.228, -0.16]",,0.24019796152656317
LAMR,9,"(-0.16, -0.101]",,0.26915620599626205
LAMR,10,"(-0.101, -0.0421]",,0.21333580146700368
LAMR,11,"(-0.0421, 0.0]",,0.21090862333484242
LEG,0,"(-0.001, 0.0408]",-0.10091960862317471,
LEG,1,"(0.0408, 0.099]",-0.129296421606829,
LEG,2,"(0.099, 0.168]",-0.1383104369189345,
LEG,3,"(0.168, 0.248]",-0.16722669031650877,
LEG,4,"(0.248, 0.401]",-0.19632800111580784,
LEG,5,"(0.401, 5.871]",-0.2644370245547021,
LEG,6,"(-0.846, -0.336]",,0.4583454526873491
LEG,7,"(-0.336, -0.258]",,0.33559799509026234
LEG,8,"(-0.258, -0.192]",,0.35197452722429645
LEG,9,"(-0.192, -0.13]",,0.3257037441494269
LEG,10,"(-0.13, -0.0601]",,0.30908318794025547
LEG,11,"(-0.0601, 0.0]",,0.25994365192968877
LEN,0,"(-0.001, 0.0352]",-0.0882100183861917,
LEN,1,"(0.0352, 0.0826]",-0.10582772152608226,
LEN,2,"(0.0826, 0.136]",-0.1209098132281204,
LEN,3,"(0.136, 0.202]",-0.1424570781012889,
LEN,4,"(0.202, 0.309]",-0.16293211881445424,
LEN,5,"(0.309, 4.717]",-0.21528714518540462,
LEN,6,"(-0.663, -0.255]",,0.26660987888950316
LEN,7,"(-0.255, -0.193]",,0.22282666551636615
LEN,8,"(-0.193, -0.147]",,0.23087115736229155
LEN,9,"(-0.147, -0.101]",,0.20153415281203732
LEN,10,"(-0.101, -0.0428]",,0.1754839222538316
LEN,11,"(-0.0428, 0.0]",,0.1747962068362827
LHX,0,"(-0.001, 0.0316]",-0.09194460004797435,
LHX,1,"(0.0316, 0.08]",-0.09962728925195395,
LHX,2,"(0.08, 0.139]",-0.11107317353096935,
LHX,3,"(0.139, 0.222]",-0.13310849885612386,
LHX,4,"(0.222, 0.363]",-0.17280834716100812,
LHX,5,"(0.363, 3.915]",-0.2739989022602006,
LHX,6,"(-0.592, -0.305]",,0.3311145253833641
LHX,7,"(-0.305, -0.223]",,0.2603425836797732
LHX,8,"(-0.223, -0.15]",,0.2343784127969416
LHX,9,"(-0.15, -0.0881]",,0.21855238095244964
LHX,10,"(-0.0881, -0.0361]",,0.21418991066101892
LHX,11,"(-0.0361, 0.0]",,0.18736699264569048
LIN,0,"(-0.001, 0.0446]",-0.08703637905605015,
LIN,1,"(0.0446, 0.109]",-0.11014516428284733,
LIN,2,"(0.109, 0.198]",-0.14029913808481304,
LIN,3,"(0.198, 0.339]",-0.1829082103818506,
LIN,4,"(0.339, 0.605]",-0.2642216986685938,
LIN,5,"(0.605, 3.789]",-0.43534480026524575,
LIN,6,"(-0.74, -0.386]",,0.8370779480781481
LIN,7,"(-0.386, -0.274]",,0.4063712949636066
LIN,8,"(-0.274, -0.198]",,0.2786863198604477
LIN,9,"(-0.198, -0.121]",,0.21848122144230667
LIN,10,"(-0.121, -0.0562]",,0.2134842614614624
LIN,11,"(-0.0562, 0.0]",,0.15931835125543892
LLY,0,"(-0.001, 0.0393]",-0.10485846140259263,
LLY,1,"(0.0393, 0.0924]",-0.10918628129028021,
LLY,2,"(0.0924, 0.146]",-0.12403986390020165,
LLY,3,"(0.146, 0.212]",-0.15183721274394704,
LLY,4,"(0.212, 0.331]",-0.17506805887677435,
LLY,5,"(0.331, 2.444]",-0.23089538247666852,
LLY,6,"(-0.69, -0.271]",,0.304950410223429
LLY,7,"(-0.271, -0.2]",,0.24189331864996197
LLY,8,"(-0.2, -0.147]",,0.2203207087931419
LLY,9,"(-0.147, -0.097]",,0.18266942426835087
LLY,10,"(-0.097, -0.0458]",,0.20925656814348725
LLY,11,"(-0.0458, 0.0]",,0.19532118370598905
LMT,0,"(-0.001, 0.0277]",-0.08920711510797791,
LMT,1,"(0.0277, 0.0719]",-0.10075945614689802,
LMT,2,"(0.0719, 0.122]",-0.11375404914982244,
LMT,3,"(0.122, 0.194]",-0.13571175593029663,
LMT,4,"(0.194, 0.316]",-0.16803471926957492,
LMT,5,"(0.316, 4.425]",-0.22437848188433512,
LMT,6,"(-0.578, -0.27]",,0.2648949247646419
LMT,7,"(-0.27, -0.195]",,0.2524823868300789
LMT,8,"(-0.195, -0.139]",,0.2228853433150332
LMT,9,"(-0.139, -0.0906]",,0.1969267497482703
LMT,10,"(-0.0906, -0.0389]",,0.17257310217799873
LMT,11,"(-0.0389, 0.0]",,0.19610382611258084
LNC,0,"(-0.001, 0.0297]",-0.08982465001263132,
LNC,1,"(0.0297, 0.0827]",-0.11273173099878382,
LNC,2,"(0.0827, 0.138]",-0.13391231848580984,
LNC,3,"(0.138, 0.209]",-0.15310376155495897,
LNC,4,"(0.209, 0.332]",-0.17576494802643625,
LNC,5,"(0.332, 7.457]",-0.2262302147004015,
LNC,6,"(-0.706, -0.274]",,0.3258418204894298
LNC,7,"(-0.274, -0.201]",,0.3011255086344553
LNC,8,"(-0.201, -0.149]",,0.2301112114509887
LNC,9,"(-0.149, -0.0966]",,0.1979389664991787
LNC,10,"(-0.0966, -0.04]",,0.18193669368129226
LNC,11,"(-0.04, 0.0]",,0.21516862624263472
LOW,0,"(-0.001, 0.0321]",-0.09539685061955513,
LOW,1,"(0.0321, 0.0849]",-0.10728331624798605,
LOW,2,"(0.0849, 0.141]",-0.1210947260760871,
LOW,3,"(0.141, 0.221]",-0.1449010816586926,
LOW,4,"(0.221, 0.354]",-0.18193786471478954,
LOW,5,"(0.354, 2.67]",-0.2528063529092306,
LOW,6,"(-0.575, -0.291]",,0.31251126875283514
LOW,7,"(-0.291, -0.209]",,0.2244459043688353
LOW,8,"(-0.209, -0.14]",,0.2044878915828639
LOW,9,"(-0.14, -0.0852]",,0.2082548243660383
LOW,10,"(-0.0852, -0.03]",,0.19722071787055015
LOW,11,"(-0.03, 0.0]",,0.20257593838131457
LPX,0,"(-0.001, 0.0418]",-0.09025259562371876,
LPX,1,"(0.0418, 0.0926]",-0.1093198124958119,
LPX,2,"(0.0926, 0.146]",-0.13330366640912555,
LPX,3,"(0.146, 0.214]",-0.15374936777194392,
LPX,4,"(0.214, 0.325]",-0.17983903161683423,
LPX,5,"(0.325, 4.028]",-0.21661340424615133,
LPX,6,"(-0.5630000000000001, -0.258]",,0.29477169329486325
LPX,7,"(-0.258, -0.195]",,0.22108909086190717
LPX,8,"(-0.195, -0.147]",,0.2016834831385114
LPX,9,"(-0.147, -0.0955]",,0.1870808837261341
LPX,10,"(-0.0955, -0.0421]",,0.1701161311241268
LPX,11,"(-0.0421, 0.0]",,0.17290122943419817
LRCX,0,"(-0.001, 0.0334]",-0.0863468080264181,
LRCX,1,"(0.0334, 0.085]",-0.10599215854756802,
LRCX,2,"(0.085, 0.14]",-0.12416944129291137,
LRCX,3,"(0.14, 0.21]",-0.14512354396457303,
LRCX,4,"(0.21, 0.317]",-0.16208211794233277,
LRCX,5,"(0.317, 2.505]",-0.22243704124659708,
LRCX,6,"(-0.519, -0.258]",,0.27446225994293894
LRCX,7,"(-0.258, -0.19]",,0.2348591178137164
LRCX,8,"(-0.19, -0.14]",,0.1777746723655837
LRCX,9,"(-0.14, -0.0922]",,0.16305464633346398
LRCX,10,"(-0.0922, -0.0377]",,0.1631718163314338
LRCX,11,"(-0.0377, 0.0]",,0.14791719260789982
LSCC,0,"(-0.001, 0.0493]",-0.09134019219861167,
LSCC,1,"(0.0493, 0.11]",-0.11702135404449604,
LSCC,2,"(0.11, 0.185]",-0.13788670121570484,
LSCC,3,"(0.185, 0.278]",-0.1759118721393456,
LSCC,4,"(0.278, 0.423]",-0.2223212289519246,
LSCC,5,"(0.423, 6.865]",-0.31685953831059055,
LSCC,6,"(-0.887, -0.324]",,0.873188337459129
LSCC,7,"(-0.324, -0.233]",,0.3801419104955019
LSCC,8,"(-0.233, -0.174]",,0.2762933271045156
LSCC,9,"(-0.174, -0.119]",,0.22033060889368294
LSCC,10,"(-0.119, -0.0567]",,0.17527394163037543
LSCC,11,"(-0.0567, 0.0]",,0.1541153627146574
LUMN,0,"(-0.001, 0.0432]",-0.09655024699643822,
LUMN,1,"(0.0432, 0.108]",-0.1098752368479207,
LUMN,2,"(0.108, 0.177]",-0.12802257507029474,
LUMN,3,"(0.177, 0.258]",-0.16613874991502645,
LUMN,4,"(0.258, 0.409]",-0.20530591132454654,
LUMN,5,"(0.409, 3.406]",-0.3044124678085912,
LUMN,6,"(-0.711, -0.342]",,0.6105433045351519
LUMN,7,"(-0.342, -0.243]",,0.3404202659939695
LUMN,8,"(-0.243, -0.171]",,0.278120991710211
LUMN,9,"(-0.171, -0.11]",,0.23141659982181936
LUMN,10,"(-0.11, -0.0499]",,0.19816911082746266
LUMN,11,"(-0.0499, 0.0]",,0.18643183916009332
LUV,0,"(-0.001, 0.0428]",-0.08195573442424464,
LUV,1,"(0.0428, 0.0968]",-0.11556467724530232,
LUV,2,"(0.0968, 0.152]",-0.13993761720567263,
LUV,3,"(0.152, 0.224]",-0.1507563509027383,
LUV,4,"(0.224, 0.333]",-0.19010691942228253,
LUV,5,"(0.333, 8.052]",-0.22562522323887818,
LUV,6,"(-0.661, -0.262]",,0.28019298659993425
LUV,7,"(-0.262, -0.202]",,0.2697930191504058
LUV,8,"(-0.202, -0.153]",,0.2640144104124203
LUV,9,"(-0.153, -0.106]",,0.20551827361209685
LUV,10,"(-0.106, -0.0523]",,0.17728856884411665
